order,variant,configuration,train_matrices,test_matrices,context_length,alpha,reset_at_row_boundary,exclude_first_row,exclude_first_column,train_observations,test_observations,contexts_seen,test_unseen_context_rate,train_log_loss,test_log_loss,test_fair_log_loss,test_marginal_log_loss,train_accuracy,test_accuracy,train_mle_log_loss,train_epsilon_max,train_epsilon_avg,test_epsilon_max,test_epsilon_avg,fair_log_loss_constant
24,permuted_hadamard,reset_at_row_boundary,48,12,5,0.5,True,False,False,21888,5472,32,0.0,0.6732305973100188,0.6781344498238235,0.6931471805599454,0.6931471805599454,0.5650584795321637,0.5579312865497076,0.6732305631343485,0.33264971287940936,0.06505847953216375,0.29299363057324845,0.06907894736842106,0.6931471805599453
24,permuted_hadamard,reset_at_row_boundary,48,12,6,0.5,True,False,False,20736,5184,64,0.0,0.6640882163552765,0.6653658682399495,0.6931471805599453,0.6931471805599453,0.5739776234567902,0.5736882716049383,0.664088004117887,0.4281997918834547,0.07397762345679013,0.4324894514767933,0.08777006172839506,0.6931471805599453
24,permuted_hadamard,reset_at_row_boundary,48,12,7,0.5,True,False,False,19584,4896,128,0.0,0.6551347450473571,0.6598758873349916,0.6931471805599453,0.6931471805599453,0.5833333333333334,0.5692401960784313,0.6551333974617121,0.4786223277909739,0.08333333333333333,0.48086124401913877,0.10191993464052287,0.6931471805599453
24,permuted_hadamard,reset_at_row_boundary,48,12,8,0.5,True,False,False,18432,4608,256,0.0,0.6469994987299513,0.6580108652987364,0.6931471805599453,0.6931471805599453,0.5961371527777778,0.5831163194444444,0.6469891841834606,0.490979381443299,0.09613715277777778,0.5,0.12586805555555555,0.6931471805599453
24,balanced_rows,full_row_major,48,12,1,0.5,False,False,False,27600,6900,2,0.0,0.6923398658586581,0.692385578669672,0.6931471805599453,0.6923469670910134,0.52,0.52,0.6923398658544726,0.021805661820963995,0.019999999999999983,0.02435703479576401,0.02000000000000001,0.6931471805599453
24,balanced_rows,full_row_major,48,12,2,0.5,False,False,False,27552,6888,4,0.0,0.6917549699701847,0.6916227235012522,0.6931471805599453,0.6924125009955457,0.519163763066202,0.519163763066202,0.6917549699408718,0.03724966622162884,0.019163763066202065,0.04846938775510201,0.02119628339140534,0.6931471805599453
24,balanced_rows,full_row_major,48,12,3,0.5,False,False,False,27504,6876,8,0.0,0.689978643668757,0.6890613561743794,0.6931471805599452,0.6924754476714136,0.5338132635253054,0.539848749272833,0.6899786434161786,0.07721959711514548,0.03381326352530541,0.0813295615275813,0.03984874927283306,0.6931471805599453
24,balanced_rows,full_row_major,48,12,4,0.5,False,False,False,27456,6864,16,0.0,0.6856839593010311,0.6873781177208073,0.6931471805599453,0.692535779111632,0.5414117132867133,0.534527972027972,0.685683957104003,0.16465517241379313,0.04141171328671329,0.1532399299474606,0.043414918414918416,0.6931471805599453
24,balanced_rows,full_row_major,48,12,5,0.5,False,False,False,27408,6852,32,0.0,0.6803987061115452,0.6793935894999181,0.6931471805599453,0.6925934669979386,0.5504232340922358,0.5532691185055458,0.6803986927764609,0.2697795071335928,0.050423234092235855,0.2882037533512064,0.06144191476941039,0.6931471805599453
24,balanced_rows,full_row_major,48,12,6,0.5,False,False,False,27360,6840,64,0.0,0.6751489545467814,0.6762022275837453,0.6931471805599454,0.6926484826967962,0.5586622807017544,0.5571637426900585,0.675148881217777,0.3534119629317607,0.05866228070175439,0.3571428571428571,0.06725146198830409,0.6931471805599453
